date,zone,store_id,demand,event,overload_risk
2026-03-21,Urban,UR-002,1616.02,None,1.0
2026-03-21,Urban,UR-003,850.67,None,0.74
2026-03-21,Urban,UR-004,2162.12,None,1.0
2026-03-21,Urban,UR-005,1093.07,None,0.779
2026-03-21,Suburban,SU-006,1153.73,None,1.0
2026-03-21,Suburban,SU-007,1201.99,None,1.0
2026-03-21,Suburban,SU-008,1096.95,None,1.0
2026-03-21,Suburban,SU-009,1353.92,None,1.0
2026-03-21,Industrial,IN-010,1374.97,None,0.869
2026-03-21,Industrial,IN-011,1567.85,None,0.931
2026-03-21,Industrial,IN-012,2013.04,None,1.0
2026-03-21,Port,PO-013,1571.62,None,1.0
2026-03-21,Port,PO-014,1368.23,None,1.0
2026-03-21,Airport,AI-015,1249.04,None,1.0
2026-03-21,Airport,AI-016,1325.19,None,1.0
2026-03-21,North,NO-017,1124.59,None,0.933
2026-03-21,North,NO-018,1265.72,None,0.979
2026-03-21,North,NO-019,807.76,None,0.757
2026-03-21,South,SO-020,936.03,None,0.823
2026-03-21,South,SO-021,1115.0,None,0.895
2026-03-21,South,SO-022,1466.53,None,1.0
2026-03-21,Center,CE-023,1956.87,None,1.0
2026-03-21,Center,CE-024,2371.25,None,1.0
2026-03-21,Center,CE-025,1412.02,None,0.967
2026-03-21,Center,CE-026,1996.27,None,1.0
2026-03-22,Urban,UR-001,1629.77,None,1.0
2026-03-22,Urban,UR-002,1870.52,None,1.0
2026-03-22,Urban,UR-003,1521.12,None,1.0
2026-03-22,Urban,UR-004,2069.84,None,1.0
2026-03-22,Urban,UR-005,1711.93,None,1.0
2026-03-22,Suburban,SU-006,1390.17,None,1.0
2026-03-22,Suburban,SU-007,1464.66,None,1.0
2026-03-22,Suburban,SU-008,1244.51,None,1.0
2026-03-22,Suburban,SU-009,1487.58,None,1.0
2026-03-22,Industrial,IN-010,1164.38,None,0.79
2026-03-22,Industrial,IN-011,1768.7,None,1.0
2026-03-22,Industrial,IN-012,1734.79,None,0.952
2026-03-22,Port,PO-013,1276.21,None,0.983
2026-03-22,Port,PO-014,1286.75,None,0.971
2026-03-22,Airport,AI-015,1750.13,None,1.0
2026-03-22,Airport,AI-016,1649.07,None,1.0
2026-03-22,North,NO-017,1121.06,None,0.931
2026-03-22,North,NO-018,816.97,None,0.747
2026-03-22,North,NO-019,2149.37,None,1.0
2026-03-22,South,SO-020,1039.57,None,0.878
2026-03-22,South,SO-021,1372.84,None,1.0
2026-03-22,South,SO-022,1180.72,None,0.933
2026-03-22,Center,CE-023,1553.28,None,1.0
2026-03-22,Center,CE-024,2801.81,None,1.0
2026-03-22,Center,CE-025,1559.99,None,1.0
2026-03-22,Center,CE-026,1681.68,None,0.983
2026-03-23,Urban,UR-001,1541.1,None,1.0
2026-03-23,Urban,UR-002,1998.25,None,1.0
2026-03-23,Urban,UR-003,792.16,None,0.712
2026-03-23,Urban,UR-004,1552.64,None,0.979
2026-03-23,Urban,UR-005,1166.59,None,0.809
2026-03-23,Suburban,SU-006,729.68,None,0.777
2026-03-23,Suburban,SU-007,1177.3,None,1.0
2026-03-23,Suburban,SU-008,995.83,None,0.954
2026-03-23,Suburban,SU-009,708.41,None,0.739
2026-03-23,Industrial,IN-010,1926.1,None,1.0
2026-03-23,Industrial,IN-011,1537.79,None,0.92
2026-03-23,Industrial,IN-012,1816.95,None,0.98
2026-03-23,Port,PO-013,813.93,None,0.761
2026-03-23,Port,PO-014,1288.85,None,0.972
2026-03-23,Airport,AI-015,1322.08,None,1.0
2026-03-23,Airport,AI-016,1429.96,None,1.0
2026-03-23,North,NO-017,1070.85,None,0.904
2026-03-23,North,NO-018,1465.43,None,1.0
2026-03-23,North,NO-019,1515.33,None,1.0
2026-03-23,South,SO-020,1304.87,None,1.0
2026-03-23,South,SO-021,1082.18,None,0.878
2026-03-23,South,SO-022,1172.75,None,0.929
2026-03-23,Center,CE-023,1878.63,None,1.0
2026-03-23,Center,CE-024,1595.36,None,0.922
2026-03-23,Center,CE-025,1551.13,None,1.0
2026-03-23,Center,CE-026,1393.9,None,0.873
2026-03-24,Urban,UR-001,1825.21,None,1.0
2026-03-24,Urban,UR-002,1203.01,None,0.846
2026-03-24,Urban,UR-003,1282.06,None,0.943
2026-03-24,Urban,UR-004,1669.01,None,1.0
2026-03-24,Urban,UR-005,2169.95,None,1.0
2026-03-24,Suburban,SU-006,1001.03,None,0.951
2026-03-24,Suburban,SU-007,1233.68,None,1.0
2026-03-24,Suburban,SU-008,903.0,None,0.894
2026-03-24,Suburban,SU-009,1175.47,None,1.0
2026-03-24,Industrial,IN-010,1617.49,None,0.96
2026-03-24,Industrial,IN-011,2145.58,None,1.0
2026-03-24,Industrial,IN-012,1879.46,None,1.0
2026-03-24,Port,PO-013,885.28,None,0.795
2026-03-24,Port,PO-014,1517.61,None,1.0
2026-03-24,Airport,AI-015,1410.67,None,1.0
2026-03-24,Airport,AI-016,1133.89,None,0.934
2026-03-24,North,NO-017,1365.21,None,1.0
2026-03-24,North,NO-018,1172.46,None,0.931
2026-03-24,North,NO-019,1180.48,None,0.957
2026-03-24,South,SO-020,1132.47,None,0.928
2026-03-24,South,SO-021,930.24,None,0.801
2026-03-24,South,SO-022,1143.12,None,0.913
2026-03-24,Center,CE-023,1115.41,None,0.821
2026-03-24,Center,CE-024,1862.49,None,1.0
2026-03-24,Center,CE-025,1560.72,None,1.0
2026-03-24,Center,CE-026,1044.7,None,0.74
2026-03-25,Urban,UR-001,1651.7,None,1.0
2026-03-25,Urban,UR-002,1445.34,None,0.947
2026-03-25,Urban,UR-003,678.71,None,0.659
2026-03-25,Urban,UR-004,1562.29,None,0.983
2026-03-25,Urban,UR-005,1414.45,None,0.908
2026-03-25,Suburban,SU-006,852.85,None,0.856
2026-03-25,Suburban,SU-007,824.06,None,0.811
2026-03-25,Suburban,SU-008,1011.45,None,0.964
2026-03-25,Suburban,SU-009,1037.78,None,0.938
2026-03-25,Industrial,IN-010,2023.59,None,1.0
2026-03-25,Industrial,IN-011,2316.19,None,1.0
2026-03-25,Industrial,IN-012,2736.27,None,1.0
2026-03-25,Port,PO-013,843.19,None,0.775
2026-03-25,Port,PO-014,1404.43,None,1.0
2026-03-25,Airport,AI-015,972.13,None,0.921
2026-03-25,Airport,AI-016,1409.22,None,1.0
2026-03-25,North,NO-017,1000.24,None,0.866
2026-03-25,North,NO-018,1713.16,None,1.0
2026-03-25,North,NO-019,1297.81,None,1.0
2026-03-25,South,SO-020,1123.18,None,0.923
2026-03-25,South,SO-021,1482.83,None,1.0
2026-03-25,South,SO-022,1004.07,None,0.842
2026-03-25,Center,CE-023,2235.92,None,1.0
2026-03-25,Center,CE-024,1622.87,None,0.932
2026-03-25,Center,CE-025,1163.25,None,0.856
2026-03-25,Center,CE-026,1607.92,None,0.955
2026-03-26,Urban,UR-001,2152.9,Flash Sale,1.0
2026-03-26,Urban,UR-002,3358.84,Flash Sale,1.0
2026-03-26,Urban,UR-003,2762.72,Flash Sale,1.0
2026-03-26,Urban,UR-004,4727.02,Flash Sale,1.0
2026-03-26,Urban,UR-005,2465.31,Flash Sale,1.0
2026-03-26,Suburban,SU-006,1818.29,Flash Sale,1.0
2026-03-26,Suburban,SU-007,1892.62,Flash Sale,1.0
2026-03-26,Suburban,SU-008,1478.16,Flash Sale,1.0
2026-03-26,Suburban,SU-009,1454.43,Flash Sale,1.0
2026-03-26,Industrial,IN-010,3182.05,Flash Sale,1.0
2026-03-26,Industrial,IN-011,2516.41,Flash Sale,1.0
2026-03-26,Industrial,IN-012,5482.1,Flash Sale,1.0
2026-03-26,Port,PO-013,3036.16,Flash Sale,1.0
2026-03-26,Port,PO-014,3192.44,Flash Sale,1.0
2026-03-26,Airport,AI-015,3867.71,Flash Sale,1.0
2026-03-26,Airport,AI-016,4055.01,Flash Sale,1.0
2026-03-26,North,NO-017,1985.02,Flash Sale,1.0
2026-03-26,North,NO-018,914.59,Flash Sale,1.0
2026-03-26,North,NO-019,1943.62,Flash Sale,1.0
2026-03-26,South,SO-020,1876.47,Flash Sale,1.0
2026-03-26,South,SO-021,2566.89,Flash Sale,1.0
2026-03-26,South,SO-022,2529.8,Flash Sale,1.0
2026-03-26,Center,CE-023,2785.07,Flash Sale,1.0
2026-03-26,Center,CE-024,2731.43,Flash Sale,1.0
2026-03-26,Center,CE-025,2935.82,Flash Sale,1.0
2026-03-26,Center,CE-026,2861.35,Flash Sale,1.0
2026-03-27,Urban,UR-001,4116.27,Flash Sale,1.0
2026-03-27,Urban,UR-002,3117.16,Flash Sale,1.0
2026-03-27,Urban,UR-003,4578.63,Flash Sale,1.0
2026-03-27,Urban,UR-004,4590.81,Flash Sale,1.0
2026-03-27,Urban,UR-005,3691.41,Flash Sale,1.0
2026-03-27,Suburban,SU-006,1849.96,Flash Sale,1.0
2026-03-27,Suburban,SU-007,1610.99,Flash Sale,1.0
2026-03-27,Suburban,SU-008,1470.13,Flash Sale,1.0
2026-03-27,Suburban,SU-009,1241.34,Flash Sale,1.0
2026-03-27,Industrial,IN-010,3771.75,Flash Sale,1.0
2026-03-27,Industrial,IN-011,2663.84,Flash Sale,1.0
2026-03-27,Industrial,IN-012,4707.91,Flash Sale,1.0
2026-03-27,Port,PO-013,3295.78,Flash Sale,1.0
2026-03-27,Port,PO-014,2211.3,Flash Sale,1.0
2026-03-27,Airport,AI-015,2482.55,Flash Sale,1.0
2026-03-27,Airport,AI-016,3283.84,Flash Sale,1.0
2026-03-27,North,NO-017,3787.14,Flash Sale,1.0
2026-03-27,North,NO-018,1439.02,Flash Sale,1.0
2026-03-27,North,NO-019,1782.09,Flash Sale,1.0
2026-03-27,South,SO-020,1981.31,Flash Sale,1.0
2026-03-27,South,SO-021,2383.71,Flash Sale,1.0
2026-03-27,South,SO-022,2538.61,Flash Sale,1.0
2026-03-27,Center,CE-023,2450.94,Flash Sale,1.0
2026-03-27,Center,CE-024,3210.6,Flash Sale,1.0
2026-03-27,Center,CE-025,2483.91,Flash Sale,1.0
2026-03-27,Center,CE-026,2061.17,Flash Sale,1.0
2026-03-28,Urban,UR-001,2208.35,None,1.0
2026-03-28,Urban,UR-002,2277.48,None,1.0
2026-03-28,Urban,UR-003,1245.98,None,0.926
2026-03-28,Urban,UR-004,1544.22,None,0.975
2026-03-28,Urban,UR-005,2571.01,None,1.0
2026-03-28,Suburban,SU-006,1077.96,None,1.0
2026-03-28,Suburban,SU-007,1098.39,None,0.978
2026-03-28,Suburban,SU-008,952.95,None,0.926
2026-03-28,Suburban,SU-009,972.25,None,0.899
2026-03-28,Industrial,IN-010,2004.94,None,1.0
2026-03-28,Industrial,IN-011,1507.33,None,0.908
2026-03-28,Industrial,IN-012,1545.58,None,0.887
2026-03-28,Port,PO-013,1156.26,None,0.925
2026-03-28,Port,PO-014,1054.45,None,0.863
2026-03-28,Airport,AI-015,1789.49,None,1.0
2026-03-28,Airport,AI-016,1713.12,None,1.0
2026-03-28,North,NO-017,1674.51,None,1.0
2026-03-28,North,NO-018,502.48,None,0.585
2026-03-28,North,NO-019,1142.59,None,0.936
2026-03-28,South,SO-020,1208.51,None,0.968
2026-03-28,South,SO-021,1577.25,None,1.0
2026-03-28,South,SO-022,1340.29,None,1.0
2026-03-28,Center,CE-023,1871.83,None,1.0
2026-03-28,Center,CE-024,2184.34,None,1.0
2026-03-28,Center,CE-025,1820.09,None,1.0
2026-03-28,Center,CE-026,1931.03,None,1.0
2026-03-29,Urban,UR-001,1832.95,None,1.0
2026-03-29,Urban,UR-002,2426.66,None,1.0
2026-03-29,Urban,UR-003,2240.31,None,1.0
2026-03-29,Urban,UR-004,1906.43,None,1.0
2026-03-29,Urban,UR-005,1748.03,None,1.0
2026-03-29,Suburban,SU-006,1198.73,None,1.0
2026-03-29,Suburban,SU-007,1189.79,None,1.0
2026-03-29,Suburban,SU-008,816.21,None,0.838
2026-03-29,Suburban,SU-009,1176.45,None,1.0
2026-03-29,Industrial,IN-010,1460.67,None,0.901
2026-03-29,Industrial,IN-011,1236.29,None,0.809
2026-03-29,Industrial,IN-012,1603.37,None,0.907
2026-03-29,Port,PO-013,1402.74,None,1.0
2026-03-29,Port,PO-014,1610.04,None,1.0
2026-03-29,Airport,AI-015,1843.62,None,1.0
2026-03-29,Airport,AI-016,1333.5,None,1.0
2026-03-29,North,NO-017,1221.75,None,0.985
2026-03-29,North,NO-018,1081.77,None,0.884
2026-03-29,North,NO-019,1054.21,None,0.889
2026-03-29,South,SO-020,1384.47,None,1.0
2026-03-29,South,SO-021,1249.54,None,0.964
2026-03-29,South,SO-022,2015.14,None,1.0
2026-03-29,Center,CE-023,1703.7,None,1.0
2026-03-29,Center,CE-024,2444.35,None,1.0
2026-03-29,Center,CE-025,1997.73,None,1.0
2026-03-29,Center,CE-026,1884.62,None,1.0
2026-03-30,Urban,UR-001,1735.68,None,1.0
2026-03-30,Urban,UR-002,1572.68,None,1.0
2026-03-30,Urban,UR-003,677.43,None,0.658
2026-03-30,Urban,UR-004,1429.66,None,0.928
2026-03-30,Urban,UR-005,1005.94,None,0.744
2026-03-30,Suburban,SU-006,1092.37,None,1.0
2026-03-30,Suburban,SU-007,908.57,None,0.863
2026-03-30,Suburban,SU-008,1007.72,None,0.962
2026-03-30,Suburban,SU-009,691.41,None,0.729
2026-03-30,Industrial,IN-010,2064.27,None,1.0
2026-03-30,Industrial,IN-011,2035.54,None,1.0
2026-03-30,Industrial,IN-012,2387.41,None,1.0
2026-03-30,Port,PO-013,1252.82,None,0.972
2026-03-30,Port,PO-014,1367.1,None,1.0
2026-03-30,Airport,AI-015,1475.89,None,1.0
2026-03-30,Airport,AI-016,1554.57,None,1.0
2026-03-30,North,NO-017,1565.31,None,1.0
2026-03-30,North,NO-018,1856.71,None,1.0
2026-03-30,North,NO-019,1851.68,None,1.0
2026-03-30,South,SO-020,1186.22,None,0.957
2026-03-30,South,SO-021,1279.22,None,0.979
2026-03-30,South,SO-022,1692.74,None,1.0
2026-03-30,Center,CE-023,1837.46,None,1.0
2026-03-30,Center,CE-024,1544.04,None,0.903
2026-03-30,Center,CE-025,1199.16,None,0.872
2026-03-30,Center,CE-026,1064.15,None,0.747
2026-03-31,Urban,UR-001,1611.14,None,1.0
2026-03-31,Urban,UR-002,1974.54,None,1.0
2026-03-31,Urban,UR-003,1066.72,None,0.841
2026-03-31,Urban,UR-004,1330.95,None,0.888
2026-03-31,Urban,UR-005,570.18,None,0.569
2026-03-31,Suburban,SU-006,1098.93,None,1.0
2026-03-31,Suburban,SU-007,1237.61,None,1.0
2026-03-31,Suburban,SU-008,1023.88,None,0.972
2026-03-31,Suburban,SU-009,898.21,None,0.854
2026-03-31,Industrial,IN-010,1981.08,None,1.0
2026-03-31,Industrial,IN-011,1991.45,None,1.0
2026-03-31,Industrial,IN-012,2452.75,None,1.0
2026-03-31,Port,PO-013,1166.57,None,0.93
2026-03-31,Port,PO-014,1081.95,None,0.875
2026-03-31,Airport,AI-015,600.82,None,0.716
2026-03-31,Airport,AI-016,1163.13,None,0.948
2026-03-31,North,NO-017,1371.27,None,1.0
2026-03-31,North,NO-018,990.58,None,0.837
2026-03-31,North,NO-019,779.57,None,0.742
2026-03-31,South,SO-020,951.51,None,0.832
2026-03-31,South,SO-021,1012.78,None,0.843
2026-03-31,South,SO-022,1105.42,None,0.894
2026-03-31,Center,CE-023,1113.09,None,0.82
2026-03-31,Center,CE-024,1054.58,None,0.724
2026-03-31,Center,CE-025,1659.47,None,1.0
2026-03-31,Center,CE-026,1325.27,None,0.847
2026-04-01,Urban,UR-001,1583.94,None,1.0
2026-04-01,Urban,UR-002,1335.56,None,0.901
2026-04-01,Urban,UR-003,1049.95,None,0.834
2026-04-01,Urban,UR-004,1787.64,None,1.0
2026-04-01,Urban,UR-005,1558.82,None,0.966
2026-04-01,Suburban,SU-006,1210.68,None,1.0
2026-04-01,Suburban,SU-007,963.2,None,0.896
2026-04-01,Suburban,SU-008,814.72,None,0.837
2026-04-01,Suburban,SU-009,985.86,None,0.907
2026-04-01,Industrial,IN-010,1854.5,None,1.0
2026-04-01,Industrial,IN-011,2566.54,None,1.0
2026-04-01,Industrial,IN-012,1965.68,None,1.0
2026-04-01,Port,PO-013,1411.9,None,1.0
2026-04-01,Port,PO-014,1367.76,None,1.0
2026-04-01,Airport,AI-015,830.94,None,0.843
2026-04-01,Airport,AI-016,1092.2,None,0.914
2026-04-01,North,NO-017,1216.14,None,0.982
2026-04-01,North,NO-018,1279.58,None,0.987
2026-04-01,North,NO-019,1101.74,None,0.914
2026-04-01,South,SO-020,1619.62,None,1.0
2026-04-01,South,SO-021,1558.06,None,1.0
2026-04-01,South,SO-022,996.55,None,0.838
2026-04-01,Center,CE-023,1329.52,None,0.913
2026-04-01,Center,CE-024,2074.08,None,1.0
2026-04-01,Center,CE-025,1645.88,None,1.0
2026-04-01,Center,CE-026,1322.38,None,0.846
2026-04-02,Urban,UR-001,1688.18,None,1.0
2026-04-02,Urban,UR-002,1333.85,None,0.901
2026-04-02,Urban,UR-003,566.0,None,0.606
2026-04-02,Urban,UR-004,1481.28,None,0.949
2026-04-02,Urban,UR-005,2319.1,None,1.0
2026-04-02,Suburban,SU-006,1189.56,None,1.0
2026-04-02,Suburban,SU-007,1062.24,None,0.956
2026-04-02,Suburban,SU-008,744.15,None,0.791
2026-04-02,Suburban,SU-009,636.55,None,0.695
2026-04-02,Industrial,IN-010,2105.31,None,1.0
2026-04-02,Industrial,IN-011,2240.82,None,1.0
2026-04-02,Industrial,IN-012,2560.31,None,1.0
2026-04-02,Port,PO-013,1490.43,None,1.0
2026-04-02,Port,PO-014,1555.1,None,1.0
2026-04-02,Airport,AI-015,1264.82,None,1.0
2026-04-02,Airport,AI-016,1671.85,None,1.0
2026-04-02,North,NO-017,1099.9,None,0.919
2026-04-02,North,NO-018,1268.74,None,0.981
2026-04-02,North,NO-019,746.35,None,0.724
2026-04-02,South,SO-020,1108.51,None,0.915
2026-04-02,South,SO-021,1515.08,None,1.0
2026-04-02,South,SO-022,1421.74,None,1.0
2026-04-02,Center,CE-023,828.24,None,0.697
2026-04-02,Center,CE-024,2474.38,None,1.0
2026-04-02,Center,CE-025,1511.2,None,1.0
2026-04-02,Center,CE-026,1759.17,None,1.0
2026-04-03,Urban,UR-001,1223.95,None,0.878
2026-04-03,Urban,UR-002,1423.83,None,0.938
2026-04-03,Urban,UR-003,1452.73,None,1.0
2026-04-03,Urban,UR-004,1781.72,None,1.0
2026-04-03,Urban,UR-005,1748.4,None,1.0
2026-04-03,Suburban,SU-006,932.96,None,0.908
2026-04-03,Suburban,SU-007,917.59,None,0.868
2026-04-03,Suburban,SU-008,1278.32,None,1.0
2026-04-03,Suburban,SU-009,1248.78,None,1.0
2026-04-03,Industrial,IN-010,2271.08,None,1.0
2026-04-03,Industrial,IN-011,2514.18,None,1.0
2026-04-03,Industrial,IN-012,2823.51,None,1.0
2026-04-03,Port,PO-013,1240.84,None,0.966
2026-04-03,Port,PO-014,1386.31,None,1.0
2026-04-03,Airport,AI-015,1075.49,None,0.978
2026-04-03,Airport,AI-016,1862.75,None,1.0
2026-04-03,North,NO-017,1369.53,None,1.0
2026-04-03,North,NO-018,1252.09,None,0.972
2026-04-03,North,NO-019,1022.11,None,0.872
2026-04-03,South,SO-020,1240.62,None,0.985
2026-04-03,South,SO-021,746.03,None,0.707
2026-04-03,South,SO-022,1191.79,None,0.938
2026-04-03,Center,CE-023,1233.86,None,0.872
2026-04-03,Center,CE-024,2110.6,None,1.0
2026-04-03,Center,CE-025,1385.78,None,0.955
2026-04-03,Center,CE-026,1749.1,None,1.0
2026-04-04,Urban,UR-001,1876.37,None,1.0
2026-04-04,Urban,UR-002,2463.65,None,1.0
2026-04-04,Urban,UR-003,2342.51,None,1.0
2026-04-04,Urban,UR-004,2304.96,None,1.0
2026-04-04,Urban,UR-005,2278.61,None,1.0
2026-04-04,Suburban,SU-006,911.25,None,0.894
2026-04-04,Suburban,SU-007,1254.55,None,1.0
2026-04-04,Suburban,SU-008,1461.0,None,1.0
2026-04-04,Suburban,SU-009,1359.0,None,1.0
2026-04-04,Industrial,IN-010,1507.44,None,0.919
2026-04-04,Industrial,IN-011,1512.23,None,0.91
2026-04-04,Industrial,IN-012,1574.76,None,0.897
2026-04-04,Port,PO-013,1533.57,None,1.0
2026-04-04,Port,PO-014,1395.58,None,1.0
2026-04-04,Airport,AI-015,1683.36,None,1.0
2026-04-04,Airport,AI-016,1769.31,None,1.0
2026-04-04,North,NO-017,1460.21,None,1.0
2026-04-04,North,NO-018,1801.36,None,1.0
2026-04-04,North,NO-019,1073.22,None,0.899
2026-04-04,South,SO-020,1091.18,None,0.906
2026-04-04,South,SO-021,1647.51,None,1.0
2026-04-04,South,SO-022,1521.04,None,1.0
2026-04-04,Center,CE-023,1948.13,None,1.0
2026-04-04,Center,CE-024,2694.71,None,1.0
2026-04-04,Center,CE-025,2070.07,None,1.0
2026-04-04,Center,CE-026,2267.96,None,1.0
2026-04-05,Urban,UR-001,1689.87,None,1.0
2026-04-05,Urban,UR-002,2379.71,None,1.0
2026-04-05,Urban,UR-003,1202.84,None,0.905
2026-04-05,Urban,UR-004,2210.57,None,1.0
2026-04-05,Urban,UR-005,2123.73,None,1.0
2026-04-05,Suburban,SU-006,911.28,None,0.894
2026-04-05,Suburban,SU-007,1395.45,None,1.0
2026-04-05,Suburban,SU-008,1110.43,None,1.0
2026-04-05,Suburban,SU-009,1415.25,None,1.0
2026-04-05,Industrial,IN-010,1354.87,None,0.862
2026-04-05,Industrial,IN-011,1802.54,None,1.0
2026-04-05,Industrial,IN-012,2246.34,None,1.0
2026-04-05,Port,PO-013,963.29,None,0.833
2026-04-05,Port,PO-014,1241.81,None,0.95
2026-04-05,Airport,AI-015,995.74,None,0.934
2026-04-05,Airport,AI-016,1089.09,None,0.912
2026-04-05,North,NO-017,1180.47,None,0.963
2026-04-05,North,NO-018,1387.82,None,1.0
2026-04-05,North,NO-019,1425.97,None,1.0
2026-04-05,South,SO-020,1429.07,None,1.0
2026-04-05,South,SO-021,1601.34,None,1.0
2026-04-05,South,SO-022,1394.66,None,1.0
2026-04-05,Center,CE-023,1635.08,None,1.0
2026-04-05,Center,CE-024,1793.51,None,0.994
2026-04-05,Center,CE-025,1727.19,None,1.0
2026-04-05,Center,CE-026,1718.25,None,0.997
2026-04-06,Urban,UR-001,1662.28,None,1.0
2026-04-06,Urban,UR-002,1271.46,None,0.874
2026-04-06,Urban,UR-003,1212.47,None,0.91
2026-04-06,Urban,UR-004,1960.09,None,1.0
2026-04-06,Urban,UR-005,2079.46,None,1.0
2026-04-06,Suburban,SU-006,1230.85,None,1.0
2026-04-06,Suburban,SU-007,1079.81,None,0.967
2026-04-06,Suburban,SU-008,931.58,None,0.912
2026-04-06,Suburban,SU-009,1204.63,None,1.0
2026-04-06,Industrial,IN-010,1835.9,None,1.0
2026-04-06,Industrial,IN-011,2375.47,None,1.0
2026-04-06,Industrial,IN-012,2048.63,None,1.0
2026-04-06,Port,PO-013,1328.93,None,1.0
2026-04-06,Port,PO-014,1603.04,None,1.0
2026-04-06,Airport,AI-015,641.51,None,0.739
2026-04-06,Airport,AI-016,1201.98,None,0.967
2026-04-06,North,NO-017,1301.56,None,1.0
2026-04-06,North,NO-018,1448.98,None,1.0
2026-04-06,North,NO-019,1351.54,None,1.0
2026-04-06,South,SO-020,1195.28,None,0.961
2026-04-06,South,SO-021,2021.56,None,1.0
2026-04-06,South,SO-022,1049.0,None,0.865
2026-04-06,Center,CE-023,1619.16,None,1.0
2026-04-06,Center,CE-024,1713.4,None,0.965
2026-04-06,Center,CE-025,1958.29,None,1.0
2026-04-06,Center,CE-026,2142.66,None,1.0
2026-04-07,Urban,UR-001,1859.14,None,1.0
2026-04-07,Urban,UR-002,1382.37,None,0.921
2026-04-07,Urban,UR-003,1753.49,None,1.0
2026-04-07,Urban,UR-004,1210.23,None,0.838
2026-04-07,Urban,UR-005,2178.2,None,1.0
2026-04-07,Suburban,SU-006,1036.66,None,0.974
2026-04-07,Suburban,SU-007,981.96,None,0.907
2026-04-07,Suburban,SU-008,973.95,None,0.94
2026-04-07,Suburban,SU-009,929.98,None,0.873
2026-04-07,Industrial,IN-010,2052.74,None,1.0
2026-04-07,Industrial,IN-011,1833.63,None,1.0
2026-04-07,Industrial,IN-012,3058.69,None,1.0
2026-04-07,Port,PO-013,1248.2,None,0.97
2026-04-07,Port,PO-014,1618.43,None,1.0
2026-04-07,Airport,AI-015,1266.03,None,1.0
2026-04-07,Airport,AI-016,1094.05,None,0.915
2026-04-07,North,NO-017,1187.58,None,0.967
2026-04-07,North,NO-018,1622.94,None,1.0
2026-04-07,North,NO-019,1111.94,None,0.92
2026-04-07,South,SO-020,1013.55,None,0.865
2026-04-07,South,SO-021,1430.38,None,1.0
2026-04-07,South,SO-022,751.53,None,0.712
2026-04-07,Center,CE-023,1455.98,None,0.967
2026-04-07,Center,CE-024,2259.91,None,1.0
2026-04-07,Center,CE-025,1430.72,None,0.975
2026-04-07,Center,CE-026,2038.07,None,1.0
2026-04-08,Urban,UR-001,1019.01,None,0.788
2026-04-08,Urban,UR-002,2439.54,None,1.0
2026-04-08,Urban,UR-003,1110.45,None,0.862
2026-04-08,Urban,UR-004,1389.0,None,0.912
2026-04-08,Urban,UR-005,1188.67,None,0.818
2026-04-08,Suburban,SU-006,1035.69,None,0.973
2026-04-08,Suburban,SU-007,1038.99,None,0.942
2026-04-08,Suburban,SU-008,1197.02,None,1.0
2026-04-08,Suburban,SU-009,835.46,None,0.816
2026-04-08,Industrial,IN-010,3575.38,None,1.0
2026-04-08,Industrial,IN-011,2032.91,None,1.0
2026-04-08,Industrial,IN-012,3012.94,None,1.0
2026-04-08,Port,PO-013,1458.38,None,1.0
2026-04-08,Port,PO-014,1717.95,None,1.0
2026-04-08,Airport,AI-015,1535.22,None,1.0
2026-04-08,Airport,AI-016,1482.98,None,1.0
2026-04-08,North,NO-017,1301.54,None,1.0
2026-04-08,North,NO-018,1517.7,None,1.0
2026-04-08,North,NO-019,1379.03,None,1.0
2026-04-08,South,SO-020,981.25,None,0.847
2026-04-08,South,SO-021,795.01,None,0.732
2026-04-08,South,SO-022,587.23,None,0.627
2026-04-08,Center,CE-023,1467.78,None,0.973
2026-04-08,Center,CE-024,2288.11,None,1.0
2026-04-08,Center,CE-025,1091.95,None,0.825
2026-04-08,Center,CE-026,1716.82,None,0.997
2026-04-09,Urban,UR-001,1387.11,None,0.95
2026-04-09,Urban,UR-002,1777.28,None,1.0
2026-04-09,Urban,UR-003,1681.96,None,1.0
2026-04-09,Urban,UR-004,2295.74,None,1.0
2026-04-09,Urban,UR-005,1726.69,None,1.0
2026-04-09,Suburban,SU-006,890.57,None,0.88
2026-04-09,Suburban,SU-007,980.89,None,0.907
2026-04-09,Suburban,SU-008,938.52,None,0.917
2026-04-09,Suburban,SU-009,947.23,None,0.883
2026-04-09,Industrial,IN-010,2658.78,None,1.0
2026-04-09,Industrial,IN-011,2333.79,None,1.0
2026-04-09,Industrial,IN-012,1628.68,None,0.915
2026-04-09,Port,PO-013,1480.48,None,1.0
2026-04-09,Port,PO-014,1156.39,None,0.91
2026-04-09,Airport,AI-015,1405.23,None,1.0
2026-04-09,Airport,AI-016,1664.58,None,1.0
2026-04-09,North,NO-017,1170.93,None,0.958
2026-04-09,North,NO-018,1108.91,None,0.898
2026-04-09,North,NO-019,1631.86,None,1.0
2026-04-09,South,SO-020,1087.54,None,0.904
2026-04-09,South,SO-021,1091.34,None,0.883
2026-04-09,South,SO-022,1045.69,None,0.863
2026-04-09,Center,CE-023,1502.92,None,0.988
2026-04-09,Center,CE-024,2745.81,None,1.0
2026-04-09,Center,CE-025,1398.96,None,0.961
